wavelength_nm,solar_irradiance_w_m2_nm,existing_ar_reflectance_tmm,existing_ar_transmittance_tmm,existing_ar_reflectance_meep,existing_ar_transmittance_meep,stacked_retrofit_reflectance_tmm,stacked_retrofit_transmittance_tmm,stacked_minus_existing_transmittance
350.0,0.52798,0.020024350801742734,0.9799756491982573,0.019949396386803937,0.9800469664263246,0.001327694495348362,0.9986723055046517,0.018696656306394388
351.0,0.55172,0.019755572785492503,0.9802444272145074,0.01968193964429521,0.9803108990565075,0.0011834147983956402,0.9988165852016043,0.018572157987096882
352.0,0.51791,0.019488630993584125,0.9805113690064159,0.019416824408153472,0.9805750136035989,0.0010530716364729321,0.998946928363527,0.018435559357111164
353.0,0.5204,0.01922355271549987,0.9807764472845001,0.019152600593149795,0.9808389182849101,0.0009364871989086688,0.9990635128010913,0.018287065516591205
354.0,0.60498,0.018960363950783727,0.9810396360492163,0.018892102737703705,0.9810986464876488,0.0008334754379760624,0.9991665245620239,0.018126888512807637
355.0,0.6114,0.01869908944005823,0.9813009105599417,0.01863262468203251,0.9813563712061398,0.0007438425924271598,0.9992561574075728,0.017955246847631057
356.0,0.55387,0.018439752695532285,0.9815602473044677,0.018375311739729568,0.9816098423734586,0.0006673876996790602,0.9993326123003209,0.017772364995853218
357.0,0.45673,0.018182376031001066,0.981817623968999,0.01811971699565124,0.9818631581838624,0.0006039030963092471,0.9993960969036908,0.017578472934691836
358.0,0.43006,0.017926980591341436,0.9820730194086585,0.017865448580027005,0.98211635406963,0.0005531749065569558,0.9994468250934431,0.017373805684784527
359.0,0.46953,0.01767358638150368,0.9823264136184964,0.017614250009208385,0.9823674589288777,0.0005149835185674432,0.9994850164814325,0.017158602862936134
360.0,0.59817,0.017422212295003785,0.9825777877049963,0.01736386234079125,0.9826180114414973,0.0004891040481534517,0.9995108959518465,0.016933108246850237
361.0,0.52024,0.017172876141917908,0.9828271238580821,0.017117133071283,0.9828632123744198,0.0004753067898846076,0.9995246932101154,0.01669756935203326
362.0,0.5342,0.016925594676383923,0.9830744053236161,0.016871019537106215,0.983108446450719,0.00047335765535100744,0.9995266423446489,0.016452237021032823
363.0,0.60191,0.016680383623611468,0.9833196163763885,0.016627514776307462,0.9833538209502728,0.00048301859848018706,0.9995169814015198,0.01619736502513125
364.0,0.60628,0.01643725770640625,0.9835627422935938,0.016385418814052838,0.9835989866710001,0.000504048027819182,0.9994959519721808,0.015933209678587024
365.0,0.62359,0.01619623067121117,0.9838037693287889,0.016145788249250434,0.9838437870287811,0.0005362012057240494,0.9994637987942759,0.015660029465487058
366.0,0.73532,0.015957315313668858,0.9840426846863312,0.015908366906570416,0.9840848688514289,0.0005792306344278412,0.9994207693655721,0.015378084679240955
367.0,0.72285,0.01572052350371017,0.9842794764962899,0.015673003172729873,0.9843224873325314,0.0006328864289862342,0.9993671135710138,0.015087637074723936
368.0,0.66759,0.015485866210172422,0.9845141337898276,0.015440163402942996,0.984556546101912,0.0006969166771255249,0.9993030833228744,0.01478894953304688
369.0,0.69315,0.01525335352495266,0.9847466464750474,0.015208664489059633,0.9847887137744407,0.0007710677860430427,0.9992289322139569,0.014482285738909528
370.0,0.75507,0.015022994686700299,0.9849770053132997,0.01498020377067112,0.9850195554127741,0.0008550848162322243,0.9991449151837678,0.01416790987046812
371.0,0.69338,0.014794798104054064,0.985205201895946,0.014752654510931062,0.985249999240849,0.0009487118024271564,0.9990512881975728,0.01384608630162687
372.0,0.67444,0.014568771378428344,0.9854312286215716,0.014528875303902818,0.985476257752604,0.0010516920617812972,0.9989483079382186,0.01351707931664703
373.0,0.61886,0.014344921326353791,0.9856550786736462,0.014305679557413308,0.9857018685368332,0.0011637684894136439,0.9988362315105863,0.013181152836940102
374.0,0.5564,0.0141232540013776,0.9858767459986224,0.014086332953918859,0.9859217843837277,0.0012846838414736794,0.9987153161585263,0.012838570159903862
375.0,0.5893,0.013903774715528533,0.9860962252844715,0.0138672189909351,0.986141356031113,0.0014141810058919753,0.998585818994108,0.012489593709636537
376.0,0.6748,0.013686488060352097,0.9863135119396479,0.013652009739803055,0.986357817550335,0.0015520032609986447,0.9984479967390013,0.012134484799353418
